S_OK	0x00000000
NS_E_WMPCORE_TEMP_FILE_NOT_FOUND	0xC00D10BB
NS_E_WMDM_REVOKED	0xC00D10BC
NS_E_DDRAW_GENERIC	0xC00D10BD
NS_E_DISPLAY_MODE_CHANGE_FAILED	0xC00D10BE
NS_E_PLAYLIST_CONTAINS_ERRORS	0xC00D10BF
NS_E_CHANGING_PROXY_NAME	0xC00D10C0
NS_E_CHANGING_PROXY_PORT	0xC00D10C1
NS_E_CHANGING_PROXY_EXCEPTIONLIST	0xC00D10C2
NS_E_CHANGING_PROXYBYPASS	0xC00D10C3
NS_E_CHANGING_PROXY_PROTOCOL_NOT_FOUND	0xC00D10C4
NS_E_GRAPH_NOAUDIOLANGUAGE	0xC00D10C5
NS_E_GRAPH_NOAUDIOLANGUAGESELECTED	0xC00D10C6
NS_E_CORECD_NOTAMEDIACD	0xC00D10C7
NS_E_WMPCORE_MEDIA_URL_TOO_LONG	0xC00D10C8
NS_E_WMPFLASH_CANT_FIND_COM_SERVER	0xC00D10C9
NS_E_WMPFLASH_INCOMPATIBLEVERSION	0xC00D10CA
NS_E_WMPOCXGRAPH_IE_DISALLOWS_ACTIVEX_CONTROLS	0xC00D10CB
NS_E_NEED_CORE_REFERENCE	0xC00D10CC
NS_E_MEDIACD_READ_ERROR	0xC00D10CD
NS_E_IE_DISALLOWS_ACTIVEX_CONTROLS	0xC00D10CE
NS_E_FLASH_PLAYBACK_NOT_ALLOWED	0xC00D10CF
NS_E_UNABLE_TO_CREATE_RIP_LOCATION	0xC00D10D0
NS_E_WMPCORE_SOME_CODECS_MISSING	0xC00D10D1
NS_E_WMP_RIP_FAILED	0xC00D10D2
NS_E_WMP_FAILED_TO_RIP_TRACK	0xC00D10D3
NS_E_WMP_ERASE_FAILED	0xC00D10D4
NS_E_WMP_FORMAT_FAILED	0xC00D10D5
NS_E_WMP_CANNOT_BURN_NON_LOCAL_FILE	0xC00D10D6
NS_E_WMP_FILE_TYPE_CANNOT_BURN_TO_AUDIO_CD	0xC00D10D7
NS_E_WMP_FILE_DOES_NOT_FIT_ON_CD	0xC00D10D8
NS_E_WMP_FILE_NO_DURATION	0xC00D10D9
NS_E_PDA_FAILED_TO_BURN	0xC00D10DA
NS_E_FAILED_DOWNLOAD_ABORT_BURN	0xC00D10DC
NS_E_WMPCORE_DEVICE_DRIVERS_MISSING	0xC00D10DD
NS_E_WMPIM_USEROFFLINE	0xC00D1126
NS_E_WMPIM_USERCANCELED	0xC00D1127
NS_E_WMPIM_DIALUPFAILED	0xC00D1128
NS_E_WINSOCK_ERROR_STRING	0xC00D1129
NS_E_WMPBR_NOLISTENER	0xC00D1130
NS_E_WMPBR_BACKUPCANCEL	0xC00D1131
NS_E_WMPBR_RESTORECANCEL	0xC00D1132
NS_E_WMPBR_ERRORWITHURL	0xC00D1133
NS_E_WMPBR_NAMECOLLISION	0xC00D1134
NS_E_WMPBR_DRIVE_INVALID	0xC00D1137
NS_E_WMPBR_BACKUPRESTOREFAILED	0xC00D1138
NS_E_WMP_CONVERT_FILE_FAILED	0xC00D1158
NS_E_WMP_CONVERT_NO_RIGHTS_ERRORURL	0xC00D1159
NS_E_WMP_CONVERT_NO_RIGHTS_NOERRORURL	0xC00D115A
NS_E_WMP_CONVERT_FILE_CORRUPT	0xC00D115B
NS_E_WMP_CONVERT_PLUGIN_UNAVAILABLE_ERRORURL	0xC00D115C
NS_E_WMP_CONVERT_PLUGIN_UNAVAILABLE_NOERRORURL	0xC00D115D
NS_E_WMP_CONVERT_PLUGIN_UNKNOWN_FILE_OWNER	0xC00D115E
NS_E_DVD_DISC_COPY_PROTECT_OUTPUT_NS	0xC00D1160
NS_E_DVD_DISC_COPY_PROTECT_OUTPUT_FAILED	0xC00D1161
NS_E_DVD_NO_SUBPICTURE_STREAM	0xC00D1162
NS_E_DVD_COPY_PROTECT	0xC00D1163
NS_E_DVD_AUTHORING_PROBLEM	0xC00D1164
NS_E_DVD_INVALID_DISC_REGION	0xC00D1165
NS_E_DVD_COMPATIBLE_VIDEO_CARD	0xC00D1166
NS_E_DVD_MACROVISION	0xC00D1167
NS_E_DVD_SYSTEM_DECODER_REGION	0xC00D1168
NS_E_DVD_DISC_DECODER_REGION	0xC00D1169
NS_E_DVD_NO_VIDEO_STREAM	0xC00D116A
NS_E_DVD_NO_AUDIO_STREAM	0xC00D116B
NS_E_DVD_GRAPH_BUILDING	0xC00D116C
NS_E_DVD_NO_DECODER	0xC00D116D
NS_E_DVD_PARENTAL	0xC00D116E
NS_E_DVD_CANNOT_JUMP	0xC00D116F
NS_E_DVD_DEVICE_CONTENTION	0xC00D1170
NS_E_DVD_NO_VIDEO_MEMORY	0xC00D1171
NS_E_DVD_CANNOT_COPY_PROTECTED	0xC00D1172
NS_E_DVD_REQUIRED_PROPERTY_NOT_SET	0xC00D1173
NS_E_DVD_INVALID_TITLE_CHAPTER	0xC00D1174
NS_E_NO_CD_BURNER	0xC00D1176
NS_E_DEVICE_IS_NOT_READY	0xC00D1177
NS_E_PDA_UNSUPPORTED_FORMAT	0xC00D1178
NS_E_NO_PDA	0xC00D1179
NS_E_PDA_UNSPECIFIED_ERROR	0xC00D117A
NS_E_MEMSTORAGE_BAD_DATA	0xC00D117B
NS_E_PDA_FAIL_SELECT_DEVICE	0xC00D117C
NS_E_PDA_FAIL_READ_WAVE_FILE	0xC00D117D
NS_E_IMAPI_LOSSOFSTREAMING	0xC00D117E
NS_E_PDA_DEVICE_FULL	0xC00D117F
NS_E_FAIL_LAUNCH_ROXIO_PLUGIN	0xC00D1180
NS_E_PDA_DEVICE_FULL_IN_SESSION	0xC00D1181
NS_E_IMAPI_MEDIUM_INVALIDTYPE	0xC00D1182
NS_E_PDA_MANUALDEVICE	0xC00D1183
NS_E_PDA_PARTNERSHIPNOTEXIST	0xC00D1184
NS_E_PDA_CANNOT_CREATE_ADDITIONAL_SYNC_RELATIONSHIP	0xC00D1185
NS_E_PDA_NO_TRANSCODE_OF_DRM	0xC00D1186
NS_E_PDA_TRANSCODECACHEFULL	0xC00D1187
NS_E_PDA_TOO_MANY_FILE_COLLISIONS	0xC00D1188
NS_E_PDA_CANNOT_TRANSCODE	0xC00D1189
NS_E_PDA_TOO_MANY_FILES_IN_DIRECTORY	0xC00D118A
NS_E_PROCESSINGSHOWSYNCWIZARD	0xC00D118B
NS_E_PDA_TRANSCODE_NOT_PERMITTED	0xC00D118C
NS_E_PDA_INITIALIZINGDEVICES	0xC00D118D
NS_E_PDA_OBSOLETE_SP	0xC00D118E
NS_E_PDA_TITLE_COLLISION	0xC00D118F
NS_E_PDA_DEVICESUPPORTDISABLED	0xC00D1190
NS_E_PDA_NO_LONGER_AVAILABLE	0xC00D1191
NS_E_PDA_ENCODER_NOT_RESPONDING	0xC00D1192
NS_E_PDA_CANNOT_SYNC_FROM_LOCATION	0xC00D1193
NS_E_WMP_PROTOCOL_PROBLEM	0xC00D1194
NS_E_WMP_NO_DISK_SPACE	0xC00D1195
NS_E_WMP_LOGON_FAILURE	0xC00D1196
NS_E_WMP_CANNOT_FIND_FILE	0xC00D1197
NS_E_WMP_SERVER_INACCESSIBLE	0xC00D1198
NS_E_WMP_UNSUPPORTED_FORMAT	0xC00D1199
NS_E_WMP_DSHOW_UNSUPPORTED_FORMAT	0xC00D119A
NS_E_WMP_PLAYLIST_EXISTS	0xC00D119B
NS_E_WMP_NONMEDIA_FILES	0xC00D119C
NS_E_WMP_INVALID_ASX	0xC00D119D
NS_E_WMP_ALREADY_IN_USE	0xC00D119E
NS_E_WMP_IMAPI_FAILURE	0xC00D119F
NS_E_WMP_WMDM_FAILURE	0xC00D11A0
NS_E_WMP_CODEC_NEEDED_WITH_4CC	0xC00D11A1
NS_E_WMP_CODEC_NEEDED_WITH_FORMATTAG	0xC00D11A2
NS_E_WMP_MSSAP_NOT_AVAILABLE	0xC00D11A3
NS_E_WMP_WMDM_INTERFACEDEAD	0xC00D11A4
NS_E_WMP_WMDM_NOTCERTIFIED	0xC00D11A5
NS_E_WMP_WMDM_LICENSE_NOTEXIST	0xC00D11A6
NS_E_WMP_WMDM_LICENSE_EXPIRED	0xC00D11A7
NS_E_WMP_WMDM_BUSY	0xC00D11A8
NS_E_WMP_WMDM_NORIGHTS	0xC00D11A9
NS_E_WMP_WMDM_INCORRECT_RIGHTS	0xC00D11AA
NS_E_WMP_IMAPI_GENERIC	0xC00D11AB
NS_E_WMP_IMAPI_DEVICE_NOTPRESENT	0xC00D11AD
NS_E_WMP_IMAPI_DEVICE_BUSY	0xC00D11AE
NS_E_WMP_IMAPI_LOSS_OF_STREAMING	0xC00D11AF
NS_E_WMP_SERVER_UNAVAILABLE	0xC00D11B0
NS_E_WMP_FILE_OPEN_FAILED	0xC00D11B1
NS_E_WMP_VERIFY_ONLINE	0xC00D11B2
NS_E_WMP_SERVER_NOT_RESPONDING	0xC00D11B3
NS_E_WMP_DRM_CORRUPT_BACKUP	0xC00D11B4
NS_E_WMP_DRM_LICENSE_SERVER_UNAVAILABLE	0xC00D11B5
NS_E_WMP_NETWORK_FIREWALL	0xC00D11B6
NS_E_WMP_NO_REMOVABLE_MEDIA	0xC00D11B7
NS_E_WMP_PROXY_CONNECT_TIMEOUT	0xC00D11B8
NS_E_WMP_NEED_UPGRADE	0xC00D11B9
NS_E_WMP_AUDIO_HW_PROBLEM	0xC00D11BA
NS_E_WMP_INVALID_PROTOCOL	0xC00D11BB
NS_E_WMP_INVALID_LIBRARY_ADD	0xC00D11BC
NS_E_WMP_MMS_NOT_SUPPORTED	0xC00D11BD
NS_E_WMP_NO_PROTOCOLS_SELECTED	0xC00D11BE
NS_E_WMP_GOFULLSCREEN_FAILED	0xC00D11BF
NS_E_WMP_NETWORK_ERROR	0xC00D11C0
NS_E_WMP_CONNECT_TIMEOUT	0xC00D11C1
NS_E_WMP_MULTICAST_DISABLED	0xC00D11C2
NS_E_WMP_SERVER_DNS_TIMEOUT	0xC00D11C3
NS_E_WMP_PROXY_NOT_FOUND	0xC00D11C4
NS_E_WMP_TAMPERED_CONTENT	0xC00D11C5
NS_E_WMP_OUTOFMEMORY	0xC00D11C6
NS_E_WMP_AUDIO_CODEC_NOT_INSTALLED	0xC00D11C7
NS_E_WMP_VIDEO_CODEC_NOT_INSTALLED	0xC00D11C8
NS_E_WMP_IMAPI_DEVICE_INVALIDTYPE	0xC00D11C9
NS_E_WMP_DRM_DRIVER_AUTH_FAILURE	0xC00D11CA
NS_E_WMP_NETWORK_RESOURCE_FAILURE	0xC00D11CB
NS_E_WMP_UPGRADE_APPLICATION	0xC00D11CC
NS_E_WMP_UNKNOWN_ERROR	0xC00D11CD
NS_E_WMP_INVALID_KEY	0xC00D11CE
NS_E_WMP_CD_ANOTHER_USER	0xC00D11CF
NS_E_WMP_DRM_NEEDS_AUTHORIZATION	0xC00D11D0
NS_E_WMP_BAD_DRIVER	0xC00D11D1
NS_E_WMP_ACCESS_DENIED	0xC00D11D2
NS_E_WMP_LICENSE_RESTRICTS	0xC00D11D3
NS_E_WMP_INVALID_REQUEST	0xC00D11D4
NS_E_WMP_CD_STASH_NO_SPACE	0xC00D11D5
NS_E_WMP_DRM_NEW_HARDWARE	0xC00D11D6
NS_E_WMP_DRM_INVALID_SIG	0xC00D11D7
NS_E_WMP_DRM_CANNOT_RESTORE	0xC00D11D8
NS_E_WMP_BURN_DISC_OVERFLOW	0xC00D11D9
NS_E_WMP_DRM_GENERIC_LICENSE_FAILURE	0xC00D11DA
NS_E_WMP_DRM_NO_SECURE_CLOCK	0xC00D11DB
NS_E_WMP_DRM_NO_RIGHTS	0xC00D11DC
NS_E_WMP_DRM_INDIV_FAILED	0xC00D11DD
NS_E_WMP_SERVER_NONEWCONNECTIONS	0xC00D11DE
NS_E_WMP_MULTIPLE_ERROR_IN_PLAYLIST	0xC00D11DF
NS_E_WMP_IMAPI2_ERASE_FAIL	0xC00D11E0
NS_E_WMP_IMAPI2_ERASE_DEVICE_BUSY	0xC00D11E1
NS_E_WMP_DRM_COMPONENT_FAILURE	0xC00D11E2
NS_E_WMP_DRM_NO_DEVICE_CERT	0xC00D11E3
NS_E_WMP_SERVER_SECURITY_ERROR	0xC00D11E4
NS_E_WMP_AUDIO_DEVICE_LOST	0xC00D11E5
NS_E_WMP_IMAPI_MEDIA_INCOMPATIBLE	0xC00D11E6
NS_E_SYNCWIZ_DEVICE_FULL	0xC00D11EE
NS_E_SYNCWIZ_CANNOT_CHANGE_SETTINGS	0xC00D11EF
NS_E_TRANSCODE_DELETECACHEERROR	0xC00D11F0
NS_E_CD_NO_BUFFERS_READ	0xC00D11F8
NS_E_CD_EMPTY_TRACK_QUEUE	0xC00D11F9
NS_E_CD_NO_READER	0xC00D11FA
NS_E_CD_ISRC_INVALID	0xC00D11FB
NS_E_CD_MEDIA_CATALOG_NUMBER_INVALID	0xC00D11FC
NS_E_SLOW_READ_DIGITAL_WITH_ERRORCORRECTION	0xC00D11FD
NS_E_CD_SPEEDDETECT_NOT_ENOUGH_READS	0xC00D11FE
NS_E_CD_QUEUEING_DISABLED	0xC00D11FF
NS_E_WMP_DRM_ACQUIRING_LICENSE	0xC00D1202
NS_E_WMP_DRM_LICENSE_EXPIRED	0xC00D1203
NS_E_WMP_DRM_LICENSE_NOTACQUIRED	0xC00D1204
NS_E_WMP_DRM_LICENSE_NOTENABLED	0xC00D1205
NS_E_WMP_DRM_LICENSE_UNUSABLE	0xC00D1206
NS_E_WMP_DRM_LICENSE_CONTENT_REVOKED	0xC00D1207
NS_E_WMP_DRM_LICENSE_NOSAP	0xC00D1208
NS_E_WMP_DRM_UNABLE_TO_ACQUIRE_LICENSE	0xC00D1209
NS_E_WMP_LICENSE_REQUIRED	0xC00D120A
NS_E_WMP_PROTECTED_CONTENT	0xC00D120B
NS_E_WMP_POLICY_VALUE_NOT_CONFIGURED	0xC00D122A
NS_E_PDA_CANNOT_SYNC_FROM_INTERNET	0xC00D1234
NS_E_PDA_CANNOT_SYNC_INVALID_PLAYLIST	0xC00D1235
NS_E_PDA_FAILED_TO_SYNCHRONIZE_FILE	0xC00D1236
NS_E_PDA_SYNC_FAILED	0xC00D1237
NS_E_PDA_DELETE_FAILED	0xC00D1238
NS_E_PDA_FAILED_TO_RETRIEVE_FILE	0xC00D1239
NS_E_PDA_DEVICE_NOT_RESPONDING	0xC00D123A
NS_E_PDA_FAILED_TO_TRANSCODE_PHOTO	0xC00D123B
NS_E_PDA_FAILED_TO_ENCRYPT_TRANSCODED_FILE	0xC00D123C
NS_E_PDA_CANNOT_TRANSCODE_TO_AUDIO	0xC00D123D
NS_E_PDA_CANNOT_TRANSCODE_TO_VIDEO	0xC00D123E
NS_E_PDA_CANNOT_TRANSCODE_TO_IMAGE	0xC00D123F
NS_E_PDA_RETRIEVED_FILE_FILENAME_TOO_LONG	0xC00D1240
NS_E_PDA_CEWMDM_DRM_ERROR	0xC00D1241
NS_E_INCOMPLETE_PLAYLIST	0xC00D1242
NS_E_PDA_SYNC_RUNNING	0xC00D1243
NS_E_PDA_SYNC_LOGIN_ERROR	0xC00D1244
NS_E_PDA_TRANSCODE_CODEC_NOT_FOUND	0xC00D1245
NS_E_CANNOT_SYNC_DRM_TO_NON_JANUS_DEVICE	0xC00D1246
NS_E_CANNOT_SYNC_PREVIOUS_SYNC_RUNNING	0xC00D1247
NS_E_WMP_HWND_NOTFOUND	0xC00D125C
NS_E_BKGDOWNLOAD_WRONG_NO_FILES	0xC00D125D
NS_E_BKGDOWNLOAD_COMPLETECANCELLEDJOB	0xC00D125E
NS_E_BKGDOWNLOAD_CANCELCOMPLETEDJOB	0xC00D125F
NS_E_BKGDOWNLOAD_NOJOBPOINTER	0xC00D1260
NS_E_BKGDOWNLOAD_INVALIDJOBSIGNATURE	0xC00D1261
NS_E_BKGDOWNLOAD_FAILED_TO_CREATE_TEMPFILE	0xC00D1262
NS_E_BKGDOWNLOAD_PLUGIN_FAILEDINITIALIZE	0xC00D1263
NS_E_BKGDOWNLOAD_PLUGIN_FAILEDTOMOVEFILE	0xC00D1264
NS_E_BKGDOWNLOAD_CALLFUNCFAILED	0xC00D1265
NS_E_BKGDOWNLOAD_CALLFUNCTIMEOUT	0xC00D1266
NS_E_BKGDOWNLOAD_CALLFUNCENDED	0xC00D1267
NS_E_BKGDOWNLOAD_WMDUNPACKFAILED	0xC00D1268
NS_E_BKGDOWNLOAD_FAILEDINITIALIZE	0xC00D1269
NS_E_INTERFACE_NOT_REGISTERED_IN_GIT	0xC00D126A
NS_E_BKGDOWNLOAD_INVALID_FILE_NAME	0xC00D126B
NS_E_IMAGE_DOWNLOAD_FAILED	0xC00D128E
NS_E_WMP_UDRM_NOUSERLIST	0xC00D12C0
NS_E_WMP_DRM_NOT_ACQUIRING	0xC00D12C1
NS_E_WMP_BSTR_TOO_LONG	0xC00D12F2
NS_E_WMP_AUTOPLAY_INVALID_STATE	0xC00D12FC
NS_E_WMP_COMPONENT_REVOKED	0xC00D1306
NS_E_CURL_NOTSAFE	0xC00D1324
NS_E_CURL_INVALIDCHAR	0xC00D1325
NS_E_CURL_INVALIDHOSTNAME	0xC00D1326
NS_E_CURL_INVALIDPATH	0xC00D1327
NS_E_CURL_INVALIDSCHEME	0xC00D1328
NS_E_CURL_INVALIDURL	0xC00D1329
NS_E_CURL_CANTWALK	0xC00D132B
NS_E_CURL_INVALIDPORT	0xC00D132C
NS_E_CURLHELPER_NOTADIRECTORY	0xC00D132D
NS_E_CURLHELPER_NOTAFILE	0xC00D132E
NS_E_CURL_CANTDECODE	0xC00D132F
NS_E_CURLHELPER_NOTRELATIVE	0xC00D1330
NS_E_CURL_INVALIDBUFFERSIZE	0xC00D1331
NS_E_SUBSCRIPTIONSERVICE_PLAYBACK_DISALLOWED	0xC00D1356
NS_E_CANNOT_BUY_OR_DOWNLOAD_FROM_MULTIPLE_SERVICES	0xC00D1357
NS_E_CANNOT_BUY_OR_DOWNLOAD_CONTENT	0xC00D1358
NS_E_NOT_CONTENT_PARTNER_TRACK	0xC00D135A
NS_E_TRACK_DOWNLOAD_REQUIRES_ALBUM_PURCHASE	0xC00D135B
NS_E_TRACK_DOWNLOAD_REQUIRES_PURCHASE	0xC00D135C
NS_E_TRACK_PURCHASE_MAXIMUM_EXCEEDED	0xC00D135D
NS_E_SUBSCRIPTIONSERVICE_LOGIN_FAILED	0xC00D135F
NS_E_SUBSCRIPTIONSERVICE_DOWNLOAD_TIMEOUT	0xC00D1360
NS_E_CONTENT_PARTNER_STILL_INITIALIZING	0xC00D1362
NS_E_OPEN_CONTAINING_FOLDER_FAILED	0xC00D1363
NS_E_ADVANCEDEDIT_TOO_MANY_PICTURES	0xC00D136A
NS_E_REDIRECT	0xC00D1388
NS_E_STALE_PRESENTATION	0xC00D1389
NS_E_NAMESPACE_WRONG_PERSIST	0xC00D138A
NS_E_NAMESPACE_WRONG_TYPE	0xC00D138B
NS_E_NAMESPACE_NODE_CONFLICT	0xC00D138C
NS_E_NAMESPACE_NODE_NOT_FOUND	0xC00D138D
NS_E_NAMESPACE_BUFFER_TOO_SMALL	0xC00D138E
NS_E_NAMESPACE_TOO_MANY_CALLBACKS	0xC00D138F
NS_E_NAMESPACE_DUPLICATE_CALLBACK	0xC00D1390
NS_E_NAMESPACE_CALLBACK_NOT_FOUND	0xC00D1391
NS_E_NAMESPACE_NAME_TOO_LONG	0xC00D1392
NS_E_NAMESPACE_DUPLICATE_NAME	0xC00D1393
NS_E_NAMESPACE_EMPTY_NAME	0xC00D1394
NS_E_NAMESPACE_INDEX_TOO_LARGE	0xC00D1395
NS_E_NAMESPACE_BAD_NAME	0xC00D1396
NS_E_NAMESPACE_WRONG_SECURITY	0xC00D1397
NS_E_CACHE_ARCHIVE_CONFLICT	0xC00D13EC
NS_E_CACHE_ORIGIN_SERVER_NOT_FOUND	0xC00D13ED
NS_E_CACHE_ORIGIN_SERVER_TIMEOUT	0xC00D13EE
NS_E_CACHE_NOT_BROADCAST	0xC00D13EF
NS_E_CACHE_CANNOT_BE_CACHED	0xC00D13F0
NS_E_CACHE_NOT_MODIFIED	0xC00D13F1
NS_E_CANNOT_REMOVE_PUBLISHING_POINT	0xC00D1450
NS_E_CANNOT_REMOVE_PLUGIN	0xC00D1451
NS_E_WRONG_PUBLISHING_POINT_TYPE	0xC00D1452
NS_E_UNSUPPORTED_LOAD_TYPE	0xC00D1453
NS_E_INVALID_PLUGIN_LOAD_TYPE_CONFIGURATION	0xC00D1454
NS_E_INVALID_PUBLISHING_POINT_NAME	0xC00D1455
NS_E_TOO_MANY_MULTICAST_SINKS	0xC00D1456
NS_E_PUBLISHING_POINT_INVALID_REQUEST_WHILE_STARTED	0xC00D1457
NS_E_MULTICAST_PLUGIN_NOT_ENABLED	0xC00D1458
NS_E_INVALID_OPERATING_SYSTEM_VERSION	0xC00D1459
NS_E_PUBLISHING_POINT_REMOVED	0xC00D145A
NS_E_INVALID_PUSH_PUBLISHING_POINT_START_REQUEST	0xC00D145B
NS_E_UNSUPPORTED_LANGUAGE	0xC00D145C
NS_E_WRONG_OS_VERSION	0xC00D145D
NS_E_PUBLISHING_POINT_STOPPED	0xC00D145E
NS_E_PLAYLIST_ENTRY_ALREADY_PLAYING	0xC00D14B4
NS_E_EMPTY_PLAYLIST	0xC00D14B5
NS_E_PLAYLIST_PARSE_FAILURE	0xC00D14B6
NS_E_PLAYLIST_UNSUPPORTED_ENTRY	0xC00D14B7
NS_E_PLAYLIST_ENTRY_NOT_IN_PLAYLIST	0xC00D14B8
NS_E_PLAYLIST_ENTRY_SEEK	0xC00D14B9
NS_E_PLAYLIST_RECURSIVE_PLAYLISTS	0xC00D14BA
NS_E_PLAYLIST_TOO_MANY_NESTED_PLAYLISTS	0xC00D14BB
NS_E_PLAYLIST_SHUTDOWN	0xC00D14BC
NS_E_PLAYLIST_END_RECEDING	0xC00D14BD
NS_E_DATAPATH_NO_SINK	0xC00D1518
NS_E_INVALID_PUSH_TEMPLATE	0xC00D151A
NS_E_INVALID_PUSH_PUBLISHING_POINT	0xC00D151B
NS_E_CRITICAL_ERROR	0xC00D151C
NS_E_NO_NEW_CONNECTIONS	0xC00D151D
NS_E_WSX_INVALID_VERSION	0xC00D151E
NS_E_HEADER_MISMATCH	0xC00D151F
NS_E_PUSH_DUPLICATE_PUBLISHING_POINT_NAME	0xC00D1520
NS_E_NO_SCRIPT_ENGINE	0xC00D157C
NS_E_PLUGIN_ERROR_REPORTED	0xC00D157D
NS_E_SOURCE_PLUGIN_NOT_FOUND	0xC00D157E
NS_E_PLAYLIST_PLUGIN_NOT_FOUND	0xC00D157F
NS_E_DATA_SOURCE_ENUMERATION_NOT_SUPPORTED	0xC00D1580
NS_E_MEDIA_PARSER_INVALID_FORMAT	0xC00D1581
NS_E_SCRIPT_DEBUGGER_NOT_INSTALLED	0xC00D1582
NS_E_FEATURE_REQUIRES_ENTERPRISE_SERVER	0xC00D1583
NS_E_WIZARD_RUNNING	0xC00D1584
NS_E_INVALID_LOG_URL	0xC00D1585
NS_E_INVALID_MTU_RANGE	0xC00D1586
NS_E_INVALID_PLAY_STATISTICS	0xC00D1587
NS_E_LOG_NEED_TO_BE_SKIPPED	0xC00D1588
NS_E_HTTP_TEXT_DATACONTAINER_SIZE_LIMIT_EXCEEDED	0xC00D1589
NS_E_PORT_IN_USE	0xC00D158A
NS_E_PORT_IN_USE_HTTP	0xC00D158B
NS_E_HTTP_TEXT_DATACONTAINER_INVALID_SERVER_RESPONSE	0xC00D158C
NS_E_ARCHIVE_REACH_QUOTA	0xC00D158D
NS_E_ARCHIVE_ABORT_DUE_TO_BCAST	0xC00D158E
NS_E_ARCHIVE_GAP_DETECTED	0xC00D158F
NS_E_AUTHORIZATION_FILE_NOT_FOUND	0xC00D1590
NS_E_BAD_MARKIN	0xC00D1B58
NS_E_BAD_MARKOUT	0xC00D1B59
NS_E_NOMATCHING_MEDIASOURCE	0xC00D1B5A
NS_E_UNSUPPORTED_SOURCETYPE	0xC00D1B5B
NS_E_TOO_MANY_AUDIO	0xC00D1B5C
NS_E_TOO_MANY_VIDEO	0xC00D1B5D
NS_E_NOMATCHING_ELEMENT	0xC00D1B5E
NS_E_MISMATCHED_MEDIACONTENT	0xC00D1B5F
NS_E_CANNOT_DELETE_ACTIVE_SOURCEGROUP	0xC00D1B60
NS_E_AUDIODEVICE_BUSY	0xC00D1B61
NS_E_AUDIODEVICE_UNEXPECTED	0xC00D1B62
NS_E_AUDIODEVICE_BADFORMAT	0xC00D1B63
NS_E_VIDEODEVICE_BUSY	0xC00D1B64
NS_E_VIDEODEVICE_UNEXPECTED	0xC00D1B65
NS_E_INVALIDCALL_WHILE_ENCODER_RUNNING	0xC00D1B66
NS_E_NO_PROFILE_IN_SOURCEGROUP	0xC00D1B67
NS_E_VIDEODRIVER_UNSTABLE	0xC00D1B68
NS_E_VIDCAPSTARTFAILED	0xC00D1B69
NS_E_VIDSOURCECOMPRESSION	0xC00D1B6A
NS_E_VIDSOURCESIZE	0xC00D1B6B
NS_E_ICMQUERYFORMAT	0xC00D1B6C
NS_E_VIDCAPCREATEWINDOW	0xC00D1B6D
NS_E_VIDCAPDRVINUSE	0xC00D1B6E
NS_E_NO_MEDIAFORMAT_IN_SOURCE	0xC00D1B6F
NS_E_NO_VALID_OUTPUT_STREAM	0xC00D1B70
NS_E_NO_VALID_SOURCE_PLUGIN	0xC00D1B71
NS_E_NO_ACTIVE_SOURCEGROUP	0xC00D1B72
NS_E_NO_SCRIPT_STREAM	0xC00D1B73
NS_E_INVALIDCALL_WHILE_ARCHIVAL_RUNNING	0xC00D1B74
NS_E_INVALIDPACKETSIZE	0xC00D1B75
NS_E_PLUGIN_CLSID_INVALID	0xC00D1B76
NS_E_UNSUPPORTED_ARCHIVETYPE	0xC00D1B77
NS_E_UNSUPPORTED_ARCHIVEOPERATION	0xC00D1B78
NS_E_ARCHIVE_FILENAME_NOTSET	0xC00D1B79
NS_E_SOURCEGROUP_NOTPREPARED	0xC00D1B7A
NS_E_PROFILE_MISMATCH	0xC00D1B7B
NS_E_INCORRECTCLIPSETTINGS	0xC00D1B7C
NS_E_NOSTATSAVAILABLE	0xC00D1B7D
NS_E_NOTARCHIVING	0xC00D1B7E
NS_E_INVALIDCALL_WHILE_ENCODER_STOPPED	0xC00D1B7F
NS_E_NOSOURCEGROUPS	0xC00D1B80
NS_E_INVALIDINPUTFPS	0xC00D1B81
NS_E_NO_DATAVIEW_SUPPORT	0xC00D1B82
NS_E_CODEC_UNAVAILABLE	0xC00D1B83
NS_E_ARCHIVE_SAME_AS_INPUT	0xC00D1B84
NS_E_SOURCE_NOTSPECIFIED	0xC00D1B85
NS_E_NO_REALTIME_TIMECOMPRESSION	0xC00D1B86
NS_E_UNSUPPORTED_ENCODER_DEVICE	0xC00D1B87
NS_E_UNEXPECTED_DISPLAY_SETTINGS	0xC00D1B88
NS_E_NO_AUDIODATA	0xC00D1B89
NS_E_INPUTSOURCE_PROBLEM	0xC00D1B8A
NS_E_WME_VERSION_MISMATCH	0xC00D1B8B
NS_E_NO_REALTIME_PREPROCESS	0xC00D1B8C
NS_E_NO_REPEAT_PREPROCESS	0xC00D1B8D
NS_E_CANNOT_PAUSE_LIVEBROADCAST	0xC00D1B8E
NS_E_DRM_PROFILE_NOT_SET	0xC00D1B8F
NS_E_DUPLICATE_DRMPROFILE	0xC00D1B90
NS_E_INVALID_DEVICE	0xC00D1B91
NS_E_SPEECHEDL_ON_NON_MIXEDMODE	0xC00D1B92
NS_E_DRM_PASSWORD_TOO_LONG	0xC00D1B93
NS_E_DEVCONTROL_FAILED_SEEK	0xC00D1B94
NS_E_INTERLACE_REQUIRE_SAMESIZE	0xC00D1B95
